-0.040136	0.379365	1
0.638322	4.559864	2
4.739002	7.972109	3
9.897279	12.541723	4
14.496825	20.343991	5
20.732653	24.324943	6
24.384354	26.549887	7
28.435147	30.281406	8
30.570295	32.685941	9
32.934921	38.492744	10
38.951247	44.080045	11
55.184354	57.639229	12
59.544444	63.665533	13
64.034240	71.098639	14
71.108163	73.662812	15
73.752154	74.371202	16
76.316327	76.945351	17
80.177551	84.617914	18
84.966667	85.615646	19
85.884580	90.743991	20
90.982993	94.854649	21
95.123583	97.638322	22
97.917234	98.416553	23
99.314059	100.202494	24
100.401587	107.835147	25
109.690476	111.935828	26
121.194331	123.369841	27
123.728571	124.437415	28
125.125397	125.405215	29
126.781633	130.972562	30
131.580726	136.739456	31
138.604762	139.982086	32
140.380726	143.873243	33
144.750794	149.909524	34
150.268254	153.750794	35
153.959864	154.499093	36
155.965306	159.537642	37
159.706803	162.610658	38
162.709977	164.735828	39
167.050113	168.756689	40
171.110884	175.690930	41
175.900000	180.420181	42
195.166213	199.826077	43
200.563946	203.677324	44
204.125850	211.709070	45
213.045578	216.198866	46
216.407937	221.796145	47
221.835601	222.973469	48
223.102721	228.890023	49
228.999320	229.578458	50
232.072336	237.779819	51
237.988889	242.050113	52
242.398866	246.031066	53
247.936281	248.236054	54
248.475057	251.748073	55
253.663265	254.920862	56
255.359410	258.442857	57
259.031066	259.640136	58
261.565306	263.551247	59
264.608390	268.679592	60
268.978458	270.764853	61
275.543537	278.337642	62
278.566667	280.363039	63
285.031973	290.659637	64
291.357596	298.182540	65
320.591156	325.420635	66
325.699546	330.100000	67
330.269161	333.133107	68
333.342177	335.657370	69
335.866440	342.511791	70
342.890476	347.251020	71
347.400227	361.398866	72
373.071882	374.868254	73
383.308617	388.068254	74
388.267347	392.458277	75
394.343537	395.042404	76
395.341270	397.676417	77
411.504535	414.178912	78
414.338095	416.353968	79
436.936735	438.892744	80
440.598413	443.851474	81
445.686848	449.029705	82
450.895011	456.881859	83
458.896825	459.146712	84
459.315873	461.271882	85
462.179365	465.911338	86
466.240136	466.889116	87
468.824263	469.662812	88
469.951701	473.144898	89
479.370295	482.264172	90
484.199320	484.978005	91
485.516327	488.360317	92
488.689116	490.924490	93
491.023810	497.529478	94
497.898186	503.645578	95
505.530839	511.587528	96
513.482766	518.102721	97
518.291837	523.919501	98
523.998866	525.655556	99
527.570748	532.879138	100
539.353968	542.557143	101
551.556236	553.552154	102
555.477324	557.303628	103
557.891837	561.134921	104
561.234240	563.539456	105
565.434694	566.353061	106
566.362585	573.616553	107
573.695918	575.372562	108
575.551701	577.288209	109
577.367574	578.116327	110
578.275510	581.109524	111
581.228798	584.002948	112
584.022449	589.919501	113
590.467800	596.175283	114
596.344444	598.739456	115
599.756689	601.423356	116
603.338549	605.813379	117
607.509070	611.839683	118
612.537642	615.680952	119
616.438776	619.093197	120
619.112698	621.358050	121
633.310431	636.902721	122
637.381179	642.819274	123
644.724490	645.273696	124
646.021542	647.618367	125
650.421542	653.764399	126
654.053288	657.366213	127
657.385714	659.790703	128
661.077324	666.695011	129
667.163492	670.616100	130
670.635601	674.527211	131
674.756236	679.416100	132
681.311338	683.207483	133
683.516327	684.065533	134
685.262358	690.131746	135
690.350794	694.970748	136
696.865986	697.634694	137
700.178458	705.666440	138
705.955329	709.577551	139
709.836508	712.121769	140
712.231066	716.970748	141
718.476871	722.448299	142
727.775737	731.298186	143
731.926304	734.281406	144
